,username,timestamp,location,following,followers,totaltweets,retweetcount,text,hashtags
181,Iam_HaRapRasaD,2021-01-13 15:46:56,"Bhubaneswar,odisha,india",2692,2289,31518,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
182,HarisButt_INC,2021-01-13 15:45:45,"उत्तर प्रदेश, भारत",549,657,2027,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
183,sirajnoorani,2021-01-13 15:45:22,mumbai,2667,636,16879,0,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
184,Kamalpariharinc,2021-01-13 15:44:36,49 फतेहपुर लोकसभा,1660,1139,1241,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
185,PUNAMDG,2021-01-13 15:44:35,,1172,298,32788,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
186,rajneesh350,2021-01-13 15:44:23,"New Delhi, India",818,15978,197445,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
187,sushil_jhabak,2021-01-13 15:44:13,,65,32,100,0,"Massive Fire Breaks Out at Kolkata's Baghbazar Area, 20 Fire Tenders Rush to Spot https://t.co/HVD8H3jq9b",[]
188,sou_pikachu,2021-01-13 15:44:07,,343,150,3296,0,"Pls pls pls be safe if u r from Baghbazar, Kolkata .. pls.. there is a fire going on... 😔😔🙏",[]
189,Dilsedesh,2021-01-13 15:43:09,"Haryana, India",1326,134533,127370,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",['Bagbazar']
190,sushil_jhabak,2021-01-13 15:41:25,,65,32,100,0,"Fire breaks out at a slum in Kolkata's Baghbazar area, 20 fire tenders rushed to the spot | Hindustan Times https://t.co/j3PNLqI5jw",[]
191,mtkayani,2021-01-13 15:41:07,,414,150,13306,4,"Massive fire guts houses in Kolkata’s Baghbazar area 
https://t.co/zsgvZNhwgr 
#Kolkata https://t.co/7KMBGcvrWx",['Kolkata']
192,TheSomBanerjee,2021-01-13 15:40:20,Delhi,743,156,3301,0,"Hey @KolkataPolice , someone has fed poison to this dog. Location is infront of 16/1/2 Baghbazar street. When we called shyampukur thana, they were least bothered to turn up. Request you to immediately take action against the miscreants.

@MamataOfficial https://t.co/xfLVKsrox0",[]
193,NewsWestBengal,2021-01-13 15:39:21,"Kolkota, West Bengal",2,1512,45506,0,West Bengal: Fire breaks out at Baghbazar area in north Kolkata - Free Press Journal https://t.co/QMzdYdHm8I #WestBengal,['WestBengal']
194,THE_1_NEWS,2021-01-13 15:36:31,,35,0,57,0,"Massive Fire took place at Kolkata's Baghbazar, 25 Fire Engines at the spot
https://t.co/41q5W6GUH0 https://t.co/vmDW6V2lsR",[]
195,AmanMeh74671322,2021-01-13 15:34:58,"New Delhi, India",381,45,4211,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
196,BengalNewzIndia,2021-01-13 15:34:52,"Kolkata, West Bengal, India",7,3058,22109,2,"@BengalNewz @Breaking_24X7 @WestBengal_BN 25 fire tenders are currently present at the spot, reports @BengalNewz. However, the local people at Baghbazar have alleged that the water engines arrived late. By the time #emergency serives arrived, all the houses at nearby slum had been burnt, locals have claimed. | #Kolkata",[]
197,AmitSin42299046,2021-01-13 15:34:43,,5252,4788,63489,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
198,Golden_Seagul,2021-01-13 15:34:40,India,249,1276,327647,10,"#Update | A massive fire broke out in Kolkata's #Baghbazar area this evening. 20 fire engines are at the spot trying to bring the fire under control which broke out at a slum in the area. No one has been injured yet 

Read here: https://t.co/hikBHKCujM https://t.co/BhKiOXLcqL","['Update', 'Baghbazar']"
199,naklinawab,2021-01-13 15:34:31,India,309,117,17582,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
200,MANISH37371138,2021-01-13 15:34:20,India,88,382,50858,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
201,Rkivetunes,2021-01-13 15:33:50,Squirrel In My Pants,994,1636,39230,7,"Massive Fire At Kolkata's #Baghbazar, 20 Fire Engines At The Spot https://t.co/hikBHKCujM https://t.co/klbGPYOilU",['Baghbazar']
202,Rkivetunes,2021-01-13 15:33:29,Squirrel In My Pants,994,1636,39230,0,Oh No .....Everyone those who stay near Baghbazar stay safe please https://t.co/tw7mhQjGsP,[]
203,DrNaziaFayaz2,2021-01-13 15:32:52,"Multan, Pakistan",1914,302,59465,4,"Massive fire guts houses in Kolkata’s Baghbazar area 
https://t.co/zsgvZNhwgr 
#Kolkata https://t.co/7KMBGcvrWx",['Kolkata']
204,BengalNewz,2021-01-13 15:32:23,Kolkata🇮🇳 and Dhaka🇧🇩,6,5276,54241,2,"@BengalNewz @Breaking_24X7 @WestBengal_BN 25 fire tenders are currently present at the spot, reports @BengalNewz. However, the local people at Baghbazar have alleged that the water engines arrived late. By the time #emergency serives arrived, all the houses at nearby slum had been burnt, locals have claimed. | #Kolkata",[]
205,firstpost,2021-01-13 15:31:54,"Mumbai, India",898,2091676,618427,0,"Police officers suspect gas cylinders burst in the area. A senior #Kolkata police officer, however, said the reason behind the fire was not yet known.

https://t.co/KD9uY9FJPe",['Kolkata']
206,BengalNewzIndia,2021-01-13 15:31:11,"Kolkata, West Bengal, India",7,3058,22109,2,"@BengalNewz @Breaking_24X7 @WestBengal_BN 25 fire tenders are currently present at the spot, reports @BengalNewz. However, the local people at Baghbazar have alleged that the water engines arrived late. By the time #emergency serives arrived, all the houses at nearby slum had been burnt, locals have claimed. | #Kolkata","['emergency', 'Kolkata']"
207,KRAANKIT,2021-01-13 15:28:17,"Belur,KOLKATA, WEST, INDIA",472,77,8008,3,"#Breaking | Major fire breaks out in North Kolkata’s Baghbazar area after multiple cylinder blasts.

10 fire tenders &amp; State Disaster Management team have rushed to the spot. https://t.co/r5Lva3z7ig",['Breaking']
208,GuruGajewasia,2021-01-13 15:28:13,,26,20,39558,3,"#Breaking | Major fire breaks out in North Kolkata’s Baghbazar area after multiple cylinder blasts.

10 fire tenders &amp; State Disaster Management team have rushed to the spot. https://t.co/r5Lva3z7ig",['Breaking']
209,gulftoday,2021-01-13 15:28:06,"UAE, Sharjah",52,55161,204872,4,"Massive fire guts houses in Kolkata’s Baghbazar area 
https://t.co/zsgvZNhwgr 
#Kolkata https://t.co/7KMBGcvrWx",['Kolkata']
210,desiswift,2021-01-13 15:26:56,she/her; gay rights🌈,1874,4473,250371,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
211,AlokSin27744363,2021-01-13 15:26:34,,36,109,73432,7,"Massive Fire At Kolkata's #Baghbazar, 20 Fire Engines At The Spot https://t.co/hikBHKCujM https://t.co/klbGPYOilU",['Baghbazar']
212,AlokSin27744363,2021-01-13 15:26:31,,36,109,73432,10,"#Update | A massive fire broke out in Kolkata's #Baghbazar area this evening. 20 fire engines are at the spot trying to bring the fire under control which broke out at a slum in the area. No one has been injured yet 

Read here: https://t.co/hikBHKCujM https://t.co/BhKiOXLcqL","['Update', 'Baghbazar']"
213,SouravChaudhur5,2021-01-13 15:25:31,,154,14,1369,3,"#Breaking | Major fire breaks out in North Kolkata’s Baghbazar area after multiple cylinder blasts.

10 fire tenders &amp; State Disaster Management team have rushed to the spot. https://t.co/r5Lva3z7ig",['Breaking']
214,TuhinaH01,2021-01-13 15:23:55,India,45,25,5107,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
215,NewsNowNation,2021-01-13 15:23:09,India,223,242,2909,0,"Fire breaks out at a colony in #Kolkata's Baghbazar area

This is the second fire incident reported in the capital city of West Bengal today. Earlier, a fire broke out at a go-down in the Manicktala area with five fire tenders rushed to the spot, according to police officials. https://t.co/tw27izQHIt",['Kolkata']
216,_gandharv_,2021-01-13 15:23:06,City of Joy & City of Rallies,1117,190,11512,3,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.
.
.
.
#Kolkata #Calcutta #Baghbazar
#Bagbazar #Fire #FireInKolkata https://t.co/H8i4M15tM8","['Kolkata', 'Calcutta', 'Baghbazar', 'Bagbazar', 'Fire', 'FireInKolkata']"
217,mesyedsalu,2021-01-13 15:22:14,Bengaluru,88,105,45374,7,"Massive Fire At Kolkata's #Baghbazar, 20 Fire Engines At The Spot https://t.co/hikBHKCujM https://t.co/klbGPYOilU",['Baghbazar']
218,mesyedsalu,2021-01-13 15:22:11,Bengaluru,88,105,45374,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
219,TimesNow,2021-01-13 15:22:11,India,371,9930573,612721,3,"#Breaking | Major fire breaks out in North Kolkata’s Baghbazar area after multiple cylinder blasts.

10 fire tenders &amp; State Disaster Management team have rushed to the spot. https://t.co/r5Lva3z7ig",['Breaking']
220,TripRR,2021-01-13 15:22:08,Mumbai🇮🇳,1522,761,290333,1,"Fire breaks out at Kolkata's Baghbazar, cylinders explode; 20 fire tenders rushed

https://t.co/QHaVoegmuD",[]
221,sumitragoenka,2021-01-13 15:22:05,"New Delhi, India",212,2892,14521,4,"Massive fire in #Kolkata's Baghbazar area, 20 fire tenders rushed to the spot @NewsMobileIndia https://t.co/sxaLtKez5u",['Kolkata']
222,mesyedsalu,2021-01-13 15:22:01,Bengaluru,88,105,45374,10,"#Update | A massive fire broke out in Kolkata's #Baghbazar area this evening. 20 fire engines are at the spot trying to bring the fire under control which broke out at a slum in the area. No one has been injured yet 

Read here: https://t.co/hikBHKCujM https://t.co/BhKiOXLcqL","['Update', 'Baghbazar']"
223,DikshaR75798699,2021-01-13 15:22:01,,493,90,2391,3,#Watch| Massive fire breaks out at a colony in Kolkata’s Baghbazar area. As many as 10 fire tenders are currently working at spot to douse the fire. No injury has been reported as of yet. #Eisamay https://t.co/ReHIlTDZ3e,['Watch']
224,ShabanaANI2,2021-01-13 15:21:01,Kolkata,40,624,2183,1,Visuals from.Baghbazar colony https://t.co/sgbKN4hM60,[]
225,indiatvnews,2021-01-13 15:17:31,India,48,1500845,537977,1,"Fire breaks out at Kolkata's Baghbazar, cylinders explode; 20 fire tenders rushed

https://t.co/QHaVoegmuD",[]
226,HindustanTimes,2021-01-13 15:16:17,"New Delhi, India",12,31451,262754,0,"Fire breaks out at a slum in Kolkata's Baghbazar area, 20 fire tenders rushed to the spot https://t.co/eTibwdxWCd",[]
227,NayanBasuu,2021-01-13 15:15:57,Calcutta | Bangalore,514,1185,10901,4,Terrible scenes from Baghbazar area in Kolkata streaming on TV. Huge fire. 105 slum homes reduced to ashes. Wind making it worse. One and a half hours now and it's still raging in that lane.,[]
228,isaurabhshukla,2021-01-13 15:14:45,Delhi NCR,564,17886,24653,9,"Massive fire breaks out at Kolkata's Baghbazar area, 20 fire engines present at spot

#Kolkata #WestBengal #Baghbazar https://t.co/dvlWTRrAO1","['Kolkata', 'WestBengal', 'Baghbazar']"
229,PratimDGupta,2021-01-13 15:14:26,india,573,36808,40086,4,Terrible scenes from Baghbazar area in Kolkata streaming on TV. Huge fire. 105 slum homes reduced to ashes. Wind making it worse. One and a half hours now and it's still raging in that lane.,[]
230,sushil_jhabak,2021-01-13 15:14:03,,65,32,100,0,West Bengal: Fire breaks out at Baghbazar area in north Kolkata | freepressjournal https://t.co/I6guYP98sH,[]
231,subhabrataRroy,2021-01-13 15:13:54,"Shrirampur, India",4,1,111,0,"Fire spead out over #Baghbazar ...   gas cylinders burning in chain...
Wind causing it to be worse..
No casualties caught...
Fire fighters working hard to control.
Deadly scenario..
#BaghbazarMayerBari 
https://t.co/Nrl98lP1Hx https://t.co/WsS9lUVTcv","['Baghbazar', 'BaghbazarMayerBari']"
232,jeena203,2021-01-13 15:12:25,,884,3450,902168,10,"#Update | A massive fire broke out in Kolkata's #Baghbazar area this evening. 20 fire engines are at the spot trying to bring the fire under control which broke out at a slum in the area. No one has been injured yet 

Read here: https://t.co/hikBHKCujM https://t.co/BhKiOXLcqL","['Update', 'Baghbazar']"
233,vinaylohia82,2021-01-13 15:10:49,"Kolkata, India",1275,5306,229925,2,"West Bengal: Massive fire breaks out at Baghbazar area in north Kolkata, reports @aritrasingha1 

https://t.co/26mhLyUw2j",[]
234,prritinarain,2021-01-13 15:10:47,Gurgaon,312,1182,2510,9,"Massive fire breaks out at Kolkata's Baghbazar area, 20 fire engines present at spot

#Kolkata #WestBengal #Baghbazar https://t.co/dvlWTRrAO1","['Kolkata', 'WestBengal', 'Baghbazar']"
235,prritinarain,2021-01-13 15:10:24,Gurgaon,312,1182,2510,4,"Massive fire in #Kolkata's Baghbazar area, 20 fire tenders rushed to the spot @NewsMobileIndia https://t.co/sxaLtKez5u",['Kolkata']
236,fpjindia,2021-01-13 15:10:12,India,533,20633,219393,2,"West Bengal: Massive fire breaks out at Baghbazar area in north Kolkata, reports @aritrasingha1 

https://t.co/26mhLyUw2j",[]
237,ZeroCalorie_0,2021-01-13 15:08:42,,778,160,12975,0,Massive fire broke out in Baghbazar area of North Kolkata. Grave situation. https://t.co/B0lJRWYmPg,[]
238,sushil_jhabak,2021-01-13 15:08:11,,65,32,100,0,"Kolkata: Fire breaks out in Baghbazar area, no casualties reported   https://t.co/7sv9JGd0wo via @scroll_in",[]
239,sushil_jhabak,2021-01-13 15:07:52,,65,32,100,0,"Kolkata: Fire breaks out in Baghbazar area, no casualties reported https://t.co/7sv9JGd0wo via @scroll_in",[]
240,prema_rajaram,2021-01-13 15:07:37,Kolkata,383,1104,1537,1,"Fire breaks out at Baghbazar area or Kolkata,20 fire engines on spot,shanties https://t.co/Niz3VkAJlk one injured as per initial reports. https://t.co/KRbFucueOw",[]
241,sushil_jhabak,2021-01-13 15:07:04,,65,32,100,0,"@KolkataPolice:, @AmitShahOffice @pmo Fire breaks out in Baghbazar area, no casualties reported https://t.co/7sv9JGd0wo via @scroll_in",[]
242,SreyashiDey,2021-01-13 15:05:57,"Kolkata, India",538,5905,10595,2,"RAF deployed at #Baghbazar. 

Angry locals say the fire engines reached late. Fire still not under control. Media has also been attacked by the locals at the spot. 

Fire Minister currently in Gangasagar taking stock of the preparations of the pilgrimage. https://t.co/lA7ML4dTyA",['Baghbazar']
243,Nishant54592591,2021-01-13 15:05:31,,816,233,14969,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
244,Chakrabarty_tus,2021-01-13 15:04:27,"Guwahati, India",938,264,6917,0,"Massive fire breaks out at a colony(Basti) in Kolkata’s Baghbazar area. Why there are large number of Basti (dwelling place with temporary structures) in and around Kolkata City ? If State Govt does not initiate the removal of such BASTIs from the City area, then there is every",[]
245,IshaniDg,2021-01-13 15:04:04,"Kolkata, India",4855,2252,17427,9,"Massive fire breaks out at Kolkata's Baghbazar area, 20 fire engines present at spot

#Kolkata #WestBengal #Baghbazar https://t.co/dvlWTRrAO1","['Kolkata', 'WestBengal', 'Baghbazar']"
246,ckausalye,2021-01-13 15:02:47,"Pune, India",642,740,122090,7,"Massive Fire At Kolkata's #Baghbazar, 20 Fire Engines At The Spot https://t.co/hikBHKCujM https://t.co/klbGPYOilU",['Baghbazar']
247,nemityadav1,2021-01-13 15:02:43,"Raipur , Chhattisgarh, India",643,1357,413638,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
248,nemityadav1,2021-01-13 15:02:18,"Raipur , Chhattisgarh, India",643,1357,413638,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
249,riteshbagri,2021-01-13 15:02:05,India,530,180,9772,2,"Fire breaks out at a colony in Kolkata's Baghbazar area, 8 fire tenders present at site

https://t.co/NNBFoCfz89 https://t.co/94R8TECF9L",[]
250,riteshbagri,2021-01-13 15:02:02,India,530,180,9772,7,"Massive Fire At Kolkata's #Baghbazar, 20 Fire Engines At The Spot https://t.co/hikBHKCujM https://t.co/klbGPYOilU",['Baghbazar']
251,fpjindia,2021-01-13 15:01:35,India,533,20633,219393,0,"West Bengal: Fire breaks out at Baghbazar area in north Kolkata

#WestBengal #Kolkata

https://t.co/26mhLyUw2j","['WestBengal', 'Kolkata']"
252,xhertx,2021-01-13 15:01:01,warnsomegraphicphotosbadnews,5290,6699,374012,1,"Massive Fire At Kolkata's Baghbazar, 20 Fire Engines At The Spot https://t.co/m2RTnib5tT https://t.co/HV4EvachwL",[]
253,iSnehasishDas,2021-01-13 15:00:40,"Kolkata, India",2072,983,10978,3,#Watch| Massive fire breaks out at a colony in Kolkata’s Baghbazar area. As many as 10 fire tenders are currently working at spot to douse the fire. No injury has been reported as of yet. #Eisamay https://t.co/ReHIlTDZ3e,['Watch']
254,Blanch92Nucsha,2021-01-13 14:59:24,,76,272,120909,1,"West #Bengal : Fire breaks out at a colony in #Baghbazar area of #Kolkata , eight fire tenders present at the spot https://t.co/rjq9l3ymkQ","['Bengal', 'Baghbazar', 'Kolkata']"
255,TOIKolkata,2021-01-13 14:58:29,"Kolkata, India",31,5887,42193,1,"#Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot. (ANI) https://t.co/5MZRosftTp",['Kolkata']
256,Dhanraj1093,2021-01-13 14:57:30,,856,222,16875,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
257,insumit,2021-01-13 14:56:34,,447,1053,61371,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
258,_Kay_Sha_,2021-01-13 14:56:01,,325,85,10743,10,"#Update | A massive fire broke out in Kolkata's #Baghbazar area this evening. 20 fire engines are at the spot trying to bring the fire under control which broke out at a slum in the area. No one has been injured yet 

Read here: https://t.co/hikBHKCujM https://t.co/BhKiOXLcqL","['Update', 'Baghbazar']"
259,ShobhaMookerje1,2021-01-13 14:55:27,,1751,2813,79649,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
260,PriyadrshiSingh,2021-01-13 14:55:20,Mostly at Home. ,953,288,66101,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
261,world_news_eng,2021-01-13 14:55:01,,39,1164,758739,10,"#Update | A massive fire broke out in Kolkata's #Baghbazar area this evening. 20 fire engines are at the spot trying to bring the fire under control which broke out at a slum in the area. No one has been injured yet 

Read here: https://t.co/hikBHKCujM https://t.co/BhKiOXLcqL","['Update', 'Baghbazar']"
262,bulletbasya,2021-01-13 14:53:18,ಬೆಂಗಳೂರು,789,143,44534,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
263,1MUHAMMAD_AAQIB,2021-01-13 14:53:10,"Maharashtra, India ",4577,2451,27102,10,"#Update | A massive fire broke out in Kolkata's #Baghbazar area this evening. 20 fire engines are at the spot trying to bring the fire under control which broke out at a slum in the area. No one has been injured yet 

Read here: https://t.co/hikBHKCujM https://t.co/BhKiOXLcqL","['Update', 'Baghbazar']"
264,GalataJack,2021-01-13 14:52:53,"Hyderabad, India",1253,139,4678,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
265,Hunnain_,2021-01-13 14:52:52,"Ahmedabad, Gujarat 🇮🇳",117,783,11501,9,"Massive fire breaks out at Kolkata's Baghbazar area, 20 fire engines present at spot

#Kolkata #WestBengal #Baghbazar https://t.co/dvlWTRrAO1","['Kolkata', 'WestBengal', 'Baghbazar']"
266,SauravDamor,2021-01-13 14:52:50,"Dubai, United Arab Emirates",915,68,9536,2,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot. https://t.co/OR1Kh8DPKX",[]
267,God61284517,2021-01-13 14:52:11,India,200,171,79006,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
268,NewsExp08086136,2021-01-13 14:52:07,,11,1,70,0,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/2GJpH6zj1n",[]
269,ndtv,2021-01-13 14:52:06,India,15,14424705,778961,10,"#Update | A massive fire broke out in Kolkata's #Baghbazar area this evening. 20 fire engines are at the spot trying to bring the fire under control which broke out at a slum in the area. No one has been injured yet 

Read here: https://t.co/hikBHKCujM https://t.co/BhKiOXLcqL","['Update', 'Baghbazar']"
270,rosammat,2021-01-13 14:52:05,,4453,838,71296,7,"Massive Fire At Kolkata's #Baghbazar, 20 Fire Engines At The Spot https://t.co/hikBHKCujM https://t.co/klbGPYOilU",['Baghbazar']
271,takshakjihad,2021-01-13 14:51:36,,85,16,1541,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
272,diiablerie,2021-01-13 14:51:14,"in my room, on my bed",324,1379,24264,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
273,3a6a51b16534495,2021-01-13 14:50:56,"Mumbai, India",1650,873,12790,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
274,DeccanHerald,2021-01-13 14:50:51,India,143,64388,257956,0,"Blasts were heard in the slum which police suspect to be of gas cylinders at the houses on fire, officials said.
 https://t.co/ad1VXk3CiX",[]
275,Beniwal_Nimbu,2021-01-13 14:50:29,"Barmer, India",952,385,32542,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
276,NewsExp08086136,2021-01-13 14:50:26,,11,1,70,0,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited #Kolkata",['Kolkata']
277,TheDailyPioneer,2021-01-13 14:50:13,,98,25282,80459,2,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot. https://t.co/OR1Kh8DPKX",[]
278,ParthSh62123367,2021-01-13 14:50:08,,52,17,2825,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
279,iamharshpansari,2021-01-13 14:50:03,India,435,1103,18771,0,"Pray for Baghbazar Slum

Multiple cylinder blasts reported in the slums opposite Baghbazar women College.

 https://t.co/EJcrxgny7C",[]
280,rajsahaofficial,2021-01-13 14:50:02,"New Delhi, India",609,64,2904,0,Massive fire breaks out at a colony in Kolkata’s Baghbazar area. As many as 10 fire tenders are currently working at spot to douse the fire. No injury has been reported as of yet. https://t.co/P0CgH6Lg9h,[]
281,ndtv,2021-01-13 14:50:01,India,15,14424707,778961,7,"Massive Fire At Kolkata's #Baghbazar, 20 Fire Engines At The Spot https://t.co/hikBHKCujM https://t.co/klbGPYOilU",['Baghbazar']
282,saurabhl713136,2021-01-13 14:49:53,"New Delhi, India",856,24,2346,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
283,raviprakash366,2021-01-13 14:49:05,"Hyderabad, India",126,158,54123,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
284,ANI,2021-01-13 14:48:51,India,0,5096316,453483,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
285,CabipoolKOL,2021-01-13 14:44:05,"Kolkata, India",15,180,11687,1,"The fire during the evening rush hours led to a massive traffic snarl in the area.
#fire 
#kolkata 
#westbengal 

https://t.co/MtmT89I100","['fire', 'kolkata', 'westbengal']"
286,indiacom,2021-01-13 14:42:58,India,420,13779,201846,1,"The fire during the evening rush hours led to a massive traffic snarl in the area.
#fire 
#kolkata 
#westbengal 

https://t.co/MtmT89I100","['fire', 'kolkata', 'westbengal']"
287,SoumyajitWrites,2021-01-13 14:42:46,"Kolkata, India",969,844,3762,13,"Major fire at a slum in north Kolkata's Baghbazar, several shanties gutted, 20 fire tenders at spot https://t.co/oB1PcZbKkP",[]
288,IndieGourmand,2021-01-13 14:42:25,,285,142,77248,2,"Kolkata: Fire breaks out in Baghbazar area, no casualties reported

https://t.co/Tt0oF0SYCU",[]
289,rheabeet,2021-01-13 14:41:56,,305,277,6801,13,"Major fire at a slum in north Kolkata's Baghbazar, several shanties gutted, 20 fire tenders at spot https://t.co/oB1PcZbKkP",[]
290,shwetaa_9,2021-01-13 14:41:33,"New Delhi, India",815,75,31897,9,"Massive fire breaks out at Kolkata's Baghbazar area, 20 fire engines present at spot

#Kolkata #WestBengal #Baghbazar https://t.co/dvlWTRrAO1","['Kolkata', 'WestBengal', 'Baghbazar']"
291,boog257,2021-01-13 14:41:05,,2895,2540,39332,13,"Major fire at a slum in north Kolkata's Baghbazar, several shanties gutted, 20 fire tenders at spot https://t.co/oB1PcZbKkP",[]
292,17thNakshatraa,2021-01-13 14:40:18,Earth,89,302,21057,9,"Massive fire breaks out at Kolkata's Baghbazar area, 20 fire engines present at spot

#Kolkata #WestBengal #Baghbazar https://t.co/dvlWTRrAO1","['Kolkata', 'WestBengal', 'Baghbazar']"
293,nitinjainyash,2021-01-13 14:39:40,bangkok,127,23,4322,0,@ANI Hmmm baghbazar hv spent 22 yrs living there in nand lal bose lane baghbazar during childhood hope and pray for all safety,[]
294,iindrojit,2021-01-13 14:39:30,"কলকাতা, India",3295,8015,14592,13,"Major fire at a slum in north Kolkata's Baghbazar, several shanties gutted, 20 fire tenders at spot https://t.co/oB1PcZbKkP",[]
